incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes,victim_age_group,suspect_age_group
INC000383,kidnaping,west,springfield,NY,9486 Oak Ave,25.069096,-103.89309,2020-11-02 04:28:00,OFF0055,Jessica,Johnson,5554.343440724363,SUS00627,Matthew,Moore,19.0,female,asian,VIC00308,Carol,Brown,38.0,unknown,544-730-3855,rifle,medium,investigation,dismissed,2.0,34301.23,no,unknown,35-49,18-24
INC002072,theft ,southwest,riverside,OH,656 Main St,46.841721,-82.584432,2023-07-27 19:12:00,OFF0057,Thomas,Anderson,3970.0,SUS00532,John,Wilson,22.0,male,hispanic,VIC00706,Sarah,Smith,48.0,male,unknown,unknown,critical,investigation,dismissed,0.0,44744.64,yes,Incident at 656 Main St. Officer responded at scene.,35-49,18-24
INC003485,dom. violence,midtown,lakewood,TX,855 Cedar Lane,41.323448,-88.75169886462699,2019-07-29 20:36:00,OFF0057,thomas,Walker,9768.0,SUS00711,Jessica,Torres,28.0,unknown,asian,VIC00101,John,Smith,71.0,unknown,947-849-1263,hands,medium,closed,dismissed,0.0,22774.688522222223,yes,Incident at 855 Cedar Lane. Officer responded at scene.,65+,25-34
INC001200,murder,east,centerville,IL,1172 Main St,44.313203,-71.731325,2019-11-19 11:53:00,OFF0116,Susan,Brown,5885.0,SUS00110,Karen,Wright,62.0,female,unknown,VIC00394,Charles,Thompson,33.0,male,824-835-8436,knife,unknown,investigation,warning issued,4.0,19656.29,yes,Incident at 1172 Main St. Officer responded at scene.,25-34,50-64
INC000886,trespassing,southeast,lakewood,PA,8617 Washington Ave,36.419306,-107.058782,2018-09-07 11:16:00,OFF0086,Donna,Taylor,8972.0,SUS00554,Patricia,Davis,55.0,unknown,hispanic,VIC00206,Barbara,Nguyen,52.22803904170364,female,689-784-6541,bat,high,open,warning issued,4.0,30114.44,yes,Incident at 8617 Washington Ave. Officer responded at scene.,50-64,50-64
INC003420,graffiti,central,centerville,GA,8591 Sunset Blvd,38.562617,-83.438995,2022-05-23 05:18:00,OFF0018,Emily,Wilson,1136.0,SUS00290,Karen,Young,27.0,female,hispanic,VIC00680,Jessica,Young,39.0,male,554-268-1709,hands/feet,medium,investigation,arrested,2.0,17557.98,no,unknown,35-49,25-34
INC002241,drug offense,northwest,lakewood,GA,9967 Elm Blvd,43.821898,-87.357033,2022-08-02 10:55:00,OFF0058,Emily,White,6776.0,SUS00768,Joseph,Lee,63.0,female,other,VIC00857,Daniel,Taylor,13.0,female,7282375379,bat,critical,investigation,no arrest,3.0,16694.56,no,unknown,13-17,50-64
INC002253,duii,central,oakdale,FL,7310 River Rd,29.242913,-101.8554,2024-04-04 15:47:00,OFF0149,nancy,Williams,2775.0,SUS00654,Anthony,Jackson,20.0,female,unknown,VIC00587,Linda,Hall,21.0,female,650-753-5495,hands/feet,low,unknown,unknown,2.0,43841.68,no,Incident at 7310 River Rd. Officer responded at scene.,18-24,18-24
INC001066,kidnapping,north,fairview,FL,6989 Oak Ave,46.817152,-100.115219,2024-04-04 15:47:00,OFF0105,Susan,Anderson,4427.0,SUS00140,William,Harris,32.0,female,black,VIC00665,John,Garcia,44.0,male,unknown,knife,critical,open,dismissed,2.0,25739.86,no,Incident at 6989 Oak Ave. Officer responded at scene.,35-49,25-34
INC001662,kidnaping,central,lakewood,CA,1955 Park Rd,47.540138,-114.145455,2024-10-03 16:08:00,OFF0033,Michael,Young,5091.0,SUS00666,Mary,Davis,38.0,male,black,VIC00239,Matthew,Thompson,43.0,female,697-264-8649,blunt object,high,investigation,no arrest,4.0,19499.28,unknown,Incident at 1955 Park Rd. Officer responded at scene.,35-49,35-49
INC002205,armed robbery,east,oakdale,NC,5726 Washington Ave,33.491662,-87.926095,2019-12-09 02:42:00,OFF0146,Matthew,Smith,4617.0,SUS00655,Barbara,Martin,24.0,female,other,VIC00342,Carol,Garcia,45.0,male,unknown,knife,low,closed,warning issued,1.0,35979.02,no,Incident at 5726 Washington Ave. Officer responded at scene.,35-49,18-24
INC000967,d.u.i.,northwest,springfield,PA,5294 Washington Ave,46.466182,-76.889132,2019-12-13 13:35:00,OFF0035,jennifer,Miller,3772.0,SUS00297,William,Davis,16.0,male,black,VIC00245,Charles,Brown,14.0,female,639-973-8689,hands/feet,low,pending,dismissed,3.0,37940.01,no,Incident at 5294 Washington Ave. Officer responded at scene.,13-17,13-17
INC004925,narcotics,north,centerville,CA,1687 Cedar Lane,34.355435,-81.334818,2021-03-05 19:58:00,OFF0036,THOMAS,White,5986.0,SUS00716,Ashley,Hall,67.0,unknown,unknown,VIC00768,Donna,Davis,49.0,unknown,844-590-3632,firearm,low,open,no arrest,5.0,620.23,yes,Incident at 1687 Cedar Lane. Officer responded at scene.,35-49,65+
INC002902,kidnapping,central,maplewood,NY,3983 Washington Ave,37.388443,-74.014301,2020-12-01 00:16:00,OFF0008,Karen,Jones,3647.0,SUS00501,Emily,Hall,46.0,other,white,unknown,unknown,unknown,52.22803904170364,unknown,unknown,blunt object,unknown,unknown,no arrest,5.0,3409.05,yes,unknown,50-64,35-49
INC000310,breaking & entering,north,lakewood,TX,4841 Maple Dr,26.221745,-97.81535,2021-04-15 23:46:00,OFF0111,john,Lee,5554.343440724363,SUS00364,Karen,Harris,17.0,female,hispanic,VIC00070,Michael,Moore,52.22803904170364,other,211-203-3391,hands,low,open,dismissed,1.0,31533.73,no,unknown,50-64,13-17
INC004724,fraud,west,lakewood,IL,1793 Sunset Blvd,108.3192,-79.082504,2020-08-14 08:09:00,OFF0112,Michelle,Young,3608.0,SUS00640,Mark,Wright,33.0,female,unknown,VIC00811,Anthony,Wright,68.0,male,640-468-4688,hands/feet,low,closed,arrested,4.0,48532.89,no,Incident at 1793 Sunset Blvd. Officer responded at scene.,65+,25-34
INC003026,burglary,central,maplewood,IL,9874 Oak Ave,43.387323,-106.088137,2023-06-13 23:42:00,OFF0097,Jennifer,Wright,7278.0,SUS00282,Richard,Garcia,36.0,unknown,unknown,VIC00915,Nancy,White,52.0,male,633-279-8655,bat,medium,pending,warning issued,4.0,42183.12,no,unknown,50-64,35-49
INC004100,scam,north,maplewood,TX,2097 Park Rd,29.107897,-70.318476,2018-03-06 19:08:00,OFF0006,Anthony,Harris,3489.0,SUS00572,Sarah,Brown,19.0,unknown,hispanic,VIC00429,Nancy,Davis,84.0,unknown,770-392-7198,hands/feet,critical,unknown,warning issued,5.0,174.89,unknown,unknown,65+,18-24
INC001836,sexual assault,north,centerville,NY,1092 Main St,36.70818,54.9494,2018-03-04 07:24:00,OFF0137,Nancy,Hill,1108.0,SUS00347,Sarah,Harris,54.0,unknown,unknown,VIC00547,John,Lee,60.0,male,(356) -65-2-5824,gun,medium,open,arrested,3.0,13702.71,no,Incident at 1092 Main St. Officer responded at scene.,50-64,50-64
INC002444,assault,north,springfield,NC,2554 Oak Ave,26.512325,-71.737805,2022-11-24 13:32:00,OFF0052,Ashley,Thompson,4417.0,SUS00628,William,Garcia,72.0,male,unknown,VIC00540,Michelle,Lee,62.0,male,unknown,unknown,critical,investigation,arrested,2.0,45489.04,yes,Incident at 2554 Oak Ave. Officer responded at scene.,50-64,65+
INC001904,robbery,southeast,hillcrest,TX,4904 Washington Ave,42.655515,-70.07891,2018-01-14 22:21:00,OFF0135,  Patricia  ,Johnson,3622.0,unknown,unknown,unknown,48.560030015007506,unknown,unknown,VIC00962,Michael,Jones,52.22803904170364,female,618-184-4989,firearm,low,investigation,arrested,3.0,30651.67,yes,Incident at 4904 Washington Ave. Officer responded at scene.,50-64,35-49
INC001372,drug  offense,central,springfield,FL,9856 Sunset Blvd,40.740994924359235,-88.75169886462699,2022-11-25 03:32:00,OFF0091,Linda,Martin,8735.0,SUS00023,Ashley,Wilson,17.0,female,asian,VIC00883,Karen,Young,60.0,female,711-670-3134,unknown,high,pending,warning issued,3.0,30429.9,yes,Incident at 9856 Sunset Blvd. Officer responded at scene.,50-64,13-17
INC004386,vandlism,south,oakdale,NY,889 Sunset Blvd,34.641315,-88.75169886462699,2022-07-26 16:44:00,OFF0081,Jennifer,Davis,1281.0,SUS00240,Richard,Smith,48.0,female,black,VIC00413,Jessica,Garcia,36.0,unknown,6387074603,unknown,medium,pending,arrested,4.0,1765.73,yes,Incident at 889 Sunset Blvd. Officer responded at scene.,35-49,35-49
INC001993,assault & battery,northwest,lakewood,FL,4363 Sunset Blvd,37.370043,-111.727953,2021-04-07 16:01:00,OFF0145,ashley,Jones,1381.0,SUS00736,Emily,Anderson,33.0,unknown,asian,VIC00530,Karen,Wright,55.0,unknown,755-289-5416,knife,high,investigation,arrested,0.0,9180.84,yes,unknown,50-64,25-34
INC003051,drug offense,south,hillcrest,GA,914 Sunset Blvd,40.343416,-76.700611,2018-01-17 02:12:00,OFF0043,Barbara,Harris,3888.0,SUS00512,Karen,Anderson,61.0,unknown,white,VIC00428,Joseph,Jackson,75.0,male,392-283-3421,hands,low,closed,dismissed,4.0,14344.38,yes,Incident at 914 Sunset Blvd. Officer responded at scene.,65+,50-64
INC004665,drug offence,north,springfield,AZ,4693 Elm Blvd,32.885586,-96.611207,2019-09-13 02:39:00,OFF0052,Robert,Martin,4195.0,SUS00757,David,Jones,62.0,female,black,VIC00395,Michelle,Anderson,52.0,female,505-414-1243,unknown,medium,unknown,arrested,4.0,35785.19,yes,Incident at 4693 Elm Blvd. Officer responded at scene.,50-64,50-64
INC003789,trespassing,north,centerville,GA,797 Oak Ave,161.9766,-88.07674,2018-07-27 00:46:00,OFF0032,Michelle,Harris,7077.0,SUS00765,Matthew,Flores,62.0,male,white,VIC00002,Joseph,White,60.0,female,810-169-9955,firearm,critical,closed,unknown,4.0,7709.97,unknown,Incident at 797 Oak Ave. Officer responded at scene.,50-64,50-64
INC004746,sexual assault,midtown,centerville,PA,8061 River Rd,36.591897,-112.509121,2023-01-11 19:50:00,OFF0079,Susan,Lee,3773.0,SUS00212,Donna,Garcia,31.0,male,unknown,VIC00565,Karen,Jackson,43.0,male,294-446-6701,blunt object,high,investigation,warning issued,2.0,25458.1,no,Incident at 8061 River Rd. Officer responded at scene.,35-49,25-34
INC003143,robbery,north,fairview,FL,6111 Main St,36.503196,-75.076618,2021-07-14 06:32:00,OFF0035,  David  ,Allen,8504.0,SUS00219,William,Taylor,59.0,female,hispanic,VIC00828,Michelle,Brown,77.0,male,728-497-6383,unknown,medium,pending,unknown,2.0,47536.97,no,Incident at 6111 Main St. Officer responded at scene.,65+,50-64
INC001617,arson,southwest,riverside,NY,4094 River Rd,47.739012,-93.033937,2023-11-03 22:29:00,OFF0095,Sarah,Torres,2018.0,SUS00106,Emily,Flores,53.0,male,black,VIC00484,Jessica,Anderson,30.0,unknown,643-768-4931,firearm,high,unknown,no arrest,3.0,30723.43,yes,Incident at 4094 River Rd. Officer responded at scene.,25-34,50-64
INC000368,cyber crime,midtown,maplewood,OH,3617 Park Rd,42.968968,-80.126239,2018-03-31 18:17:00,OFF0109,Robert,Davis,7054.0,SUS00265,Mark,Thomas,65.0,other,unknown,VIC00189,David,Allen,47.0,male,311-506-6472,rifle,critical,open,arrested,5.0,46595.77,yes,unknown,35-49,65+
INC003763,narcotics,northwest,springfield,FL,2935 Park Rd,36.161764,-71.066428,2019-05-23 18:35:00,OFF0121,William,Young,3452.0,SUS00373,Chris,Young,40.0,male,other,VIC00689,Sarah,Wright,58.0,male,635-947-9555,unarmed,low,closed,arrested,4.0,28146.58,yes,Incident at 2935 Park Rd. Officer responded at scene.,50-64,35-49
INC000467,domestic violence,south,oakdale,IL,3634 Oak Ave,32.906016,-88.449608,2022-12-07 16:21:00,OFF0014,Patricia,Thomas,5138.0,SUS00791,Emily,Hall,24.0,female,unknown,VIC00524,James,Miller,67.0,male,unknown,knife,critical,resolved,warning issued,3.0,31540.54,yes,Incident at 3634 Oak Ave. Officer responded at scene.,65+,18-24
INC003621,vandalism,midtown,lakewood,IL,3007 Park Rd,37.663115,-105.344388,2022-12-01 06:16:00,OFF0118,Joseph,Jones,2821.0,SUS00427,James,Green,26.0,unknown,other,VIC00861,Emily,Hill,17.0,female,354-766-7801,rifle,critical,pending,warning issued,0.0,6398.18,unknown,Incident at 3007 Park Rd. Officer responded at scene.,13-17,25-34
INC001527,d.u.i.,northwest,lakewood,IL,3432 Main St,29.215094,-104.354659,2020-10-04 11:08:00,OFF0130,Thomas,Thompson,6970.0,SUS00334,Michael,Lee,69.0,male,unknown,VIC00501,Chris,Thomas,10.0,female,567-463-1728,unknown,unknown,open,warning issued,2.0,39621.23,no,Incident at 3432 Main St. Officer responded at scene.,0-12,65+
INC004389,roberry,central,springfield,TX,523 Elm Blvd,30.351962,-89.609178,2020-10-04 11:08:00,OFF0002,Charles,Miller,6048.0,SUS00620,Nancy,Moore,37.0,unknown,other,VIC00116,Jessica,Torres,63.0,unknown,unknown,unknown,critical,investigation,arrested,3.0,37388.31,yes,Incident at 523 Elm Blvd. Officer responded at scene.,50-64,35-49
INC002945,fraudulent activity,southwest,centerville,CA,4041 Maple Dr,37.898875,-83.834084,2024-01-12 09:56:00,OFF0082,Mark,Jones,3907.0,SUS00778,John,Jones,50.0,male,white,VIC00306,Emily,Jackson,56.0,male,331-846-3545,knife,medium,closed,no arrest,2.0,33015.29,no,unknown,50-64,50-64
INC004784,theft,south,springfield,OH,8027 Maple Dr,41.265099,-86.125891,2024-07-03 01:39:00,OFF0001,Anthony,Nguyen,8549.0,SUS00597,Michelle,Young,47.0,female,other,VIC00245,Ashley,Walker,58.0,female,808-774-1528,unknown,critical,investigation,warning issued,4.0,38220.01,no,Incident at 8027 Maple Dr. Officer responded at scene.,50-64,35-49
INC003132,vandlism,northeast,oakdale,CA,3787 Lincoln St,38.317903,-98.736624,2023-06-28 04:16:00,OFF0121,Jessica,Young,4012.0,unknown,unknown,unknown,48.560030015007506,unknown,unknown,VIC00900,William,White,42.0,other,858-983-9085,unknown,low,investigation,no arrest,0.0,17643.35,yes,unknown,35-49,35-49
INC003848,theft,northwest,centerville,AZ,4445 River Rd,36.818645,-115.738097,2024-08-18 13:55:00,OFF0040,Chris,Jones,7166.0,SUS00105,Charles,Brown,50.0,male,unknown,VIC00234,Chris,Anderson,89.0,female,354-299-5878,unarmed,high,closed,warning issued,4.0,19861.53,no,Incident at 4445 River Rd. Officer responded at scene.,65+,50-64
INC005000,drunk driving,north,springfield,OH,3951 Maple Dr,40.740994924359235,-112.822522,2022-02-05 07:01:00,OFF0082,Charles,Davis,7260.0,unknown,unknown,unknown,48.560030015007506,unknown,unknown,unknown,unknown,unknown,52.22803904170364,unknown,unknown,blunt object,critical,investigation,unknown,5.0,22774.688522222223,no,Incident at 3951 Maple Dr. Officer responded at scene.,50-64,35-49
INC004341,dwi,northwest,maplewood,NC,2132 Elm Blvd,41.939723,-80.812934,2020-04-10 13:18:00,OFF0122,Chris,Wright,5554.343440724363,SUS00652,Joseph,Flores,44.0,female,hispanic,VIC00923,Mary,White,73.0,female,284-976-1197,rifle,low,unknown,warning issued,0.0,22774.688522222223,yes,Incident at 2132 Elm Blvd. Officer responded at scene.,65+,35-49
INC004544,property damage,south,lakewood,AZ,7309 River Rd,42.232456,-77.49681,2020-10-30 11:15:00,OFF0124,Michael,Scott,9103.0,SUS00493,Barbara,Flores,35.0,female,hispanic,unknown,unknown,unknown,52.22803904170364,unknown,unknown,unknown,low,closed,arrested,0.0,31348.17,no,Incident at 7309 River Rd. Officer responded at scene.,50-64,35-49
INC004310,burglry,north,hillcrest,FL,5482 River Rd,39.902423,-93.063524,2022-07-26 13:31:00,OFF0116,James,Hill,5087.0,SUS00438,Anthony,Thomas,33.0,female,hispanic,VIC00159,Thomas,Green,27.0,male,872-646-7970,blunt object,critical,open,arrested,3.0,6305.77,no,Incident at 5482 River Rd. Officer responded at scene.,25-34,25-34
INC001723,sex assault,south,hillcrest,TX,5680 Washington Ave,45.039447,-84.513556,2021-06-15 01:43:00,OFF0084,Sarah,Moore,9471.0,SUS00345,Thomas,Taylor,49.0,male,unknown,VIC00234,Susan,Harris,47.0,female,435-327-9805,unknown,low,pending,warning issued,1.0,12593.75,no,Incident at 5680 Washington Ave. Officer responded at scene.,35-49,35-49
INC004617,scam,central,springfield,FL,9602 Elm Blvd,45.55409,-88.75169886462699,2021-06-15 01:43:00,OFF0095,Barbara,Lee,3305.0,SUS00164,Mary,Moore,32.0,unknown,hispanic,VIC00481,Robert,Thompson,27.0,female,347-490-5111,firearm,medium,unknown,arrested,3.0,10013.25,no,unknown,25-34,25-34
INC002216,homicide,east,riverside,NY,8180 River Rd,26.568551,-76.579864,2020-09-25 23:34:00,OFF0047,Michael,Walker,4518.0,SUS00084,Sarah,Allen,26.0,female,unknown,unknown,unknown,unknown,52.22803904170364,unknown,unknown,knife,critical,investigation,unknown,1.0,47722.08,yes,Incident at 8180 River Rd. Officer responded at scene.,50-64,25-34
INC004110,drug offence,west,riverside,NY,6884 Oak Ave,38.698642,-112.149229,2022-06-02 12:04:00,OFF0138,Richard,Jones,9335.0,SUS00400,Jessica,Jackson,18.0,unknown,asian,VIC00554,Barbara,Smith,74.0,female,645-910-8411,knife,low,closed,unknown,1.0,44958.23,unknown,unknown,65+,18-24
INC003701,sex assault,southeast,hillcrest,PA,9340 Lincoln St,36.291551,-107.119124,2020-07-03 05:48:00,OFF0098,patricia,Moore,5554.343440724363,unknown,unknown,unknown,48.560030015007506,unknown,unknown,VIC00475,Ashley,Garcia,75.0,male,226-990-5801,blunt object,high,closed,unknown,5.0,45098.8,no,Incident at 9340 Lincoln St. Officer responded at scene.,65+,35-49
INC001357,homicide,north,oakdale,CA,8998 Lincoln St,35.031677,86.2279,2020-09-06 18:14:00,OFF0083,Donna,Young,4700.0,SUS00285,Chris,Green,46.0,female,black,VIC00718,Michelle,Anderson,64.0,male,unknown,unknown,unknown,closed,arrested,5.0,33630.84,no,Incident at 8998 Lincoln St. Officer responded at scene.,50-64,35-49
INC002012,dui,east,fairview,CA,1798 Elm Blvd,28.378263,-111.383443,2019-02-26 16:11:00,OFF0124,John,Wright,4719.0,unknown,unknown,unknown,48.560030015007506,unknown,unknown,VIC00063,Barbara,Nguyen,59.0,female,9042213274,bat,high,pending,no arrest,0.0,46476.03,yes,Incident at 1798 Elm Blvd. Officer responded at scene.,50-64,35-49
INC001888,domestic violence,north,oakdale,NC,578 Main St,40.740994924359235,-117.586519,2018-07-30 11:56:00,OFF0062,Jessica,Jackson,3361.0,SUS00037,Anthony,Jackson,20.0,male,hispanic,unknown,unknown,unknown,52.22803904170364,unknown,unknown,blunt object,low,closed,unknown,0.0,22774.688522222223,yes,Incident at 578 Main St. Officer responded at scene.,50-64,18-24
INC000734,sex assault,northwest,maplewood,FL,7536 Washington Ave,38.183767,-113.924707,2020-01-25 08:18:00,OFF0110,John,Torres,9181.0,SUS00606,Charles,Jackson,61.0,female,white,VIC00949,Nancy,Allen,55.0,unknown,838-462-8477,hands/feet,high,closed,dismissed,5.0,22774.688522222223,yes,Incident at 7536 Washington Ave. Officer responded at scene.,50-64,50-64
INC001966,drugs,north,lakewood,NC,8385 Main St,47.929537,-90.762788,2020-10-16 04:36:00,OFF0087,Charles,Johnson,5689.0,SUS00181,Ashley,Thomas,67.0,female,white,VIC00086,Jessica,Miller,54.0,male,708-259-1111,unknown,high,resolved,no arrest,5.0,44746.79,yes,Incident at 8385 Main St. Officer responded at scene.,50-64,65+
INC004289,drug offence,central,springfield,PA,3457 Oak Ave,28.783856,-104.274182,2020-10-16 04:36:00,OFF0046,Thomas,Garcia,3076.0,SUS00130,Jennifer,Lee,46.0,other,black,VIC00276,Joseph,Hill,53.0,male,613-154-8830,unknown,unknown,unknown,dismissed,3.0,8974.46,no,Incident at 3457 Oak Ave. Officer responded at scene.,50-64,35-49
INC003411,arson,north,oakdale,IL,4604 Park Rd,25.362357,-119.928384,2020-06-21 22:37:00,OFF0116,Sarah,Nguyen,4553.0,SUS00653,Nancy,Flores,18.0,unknown,white,VIC00745,John,Moore,43.0,male,unknown,unknown,high,closed,unknown,3.0,42515.31,no,Incident at 4604 Park Rd. Officer responded at scene.,35-49,18-24
INC002589,vandalism,north,riverside,OH,438 Park Rd,39.747171,-86.781437,2019-11-13 02:03:00,OFF0069,Linda,Brown,6049.0,SUS00222,Nancy,Wright,37.0,female,black,VIC00631,Donna,Torres,75.0,male,407-989-5250,pistol,high,open,warning issued,1.0,40772.9,unknown,unknown,65+,35-49
INC001517,burglry,central,hillcrest,FL,4583 Maple Dr,38.798499,-83.889643,2024-03-04 03:09:00,OFF0034,Linda,Hall,2194.0,SUS00293,John,Wilson,25.0,female,white,VIC00534,Michelle,Hill,42.0,male,unknown,hands,critical,open,dismissed,4.0,46677.45,no,unknown,35-49,25-34
INC001841,drug offense,east,hillcrest,NC,2795 Cedar Lane,36.225121,-112.39774,2024-03-04 03:09:00,OFF0006,Daniel,Thompson,2495.0,SUS00479,Michelle,Anderson,57.0,male,hispanic,VIC00384,Linda,Young,49.0,other,551-684-7325,firearm,medium,pending,warning issued,2.0,5142.22,no,Incident at 2795 Cedar Lane. Officer responded at scene.,35-49,50-64
INC000977,tresspassing,south,lakewood,OH,3773 Park Rd,34.372718,-116.845009,2018-02-16 09:35:00,OFF0150,Emily,Walker,4892.0,SUS00077,Charles,Brown,75.0,male,unknown,VIC00858,Mary,Smith,86.0,unknown,899-617-2872,firearm,high,unknown,arrested,3.0,47074.64,no,Incident at 3773 Park Rd. Officer responded at scene.,65+,65+
INC004026,graffiti,south,riverside,PA,8476 Oak Ave,32.623515,-86.309142,2022-03-24 13:47:00,OFF0008,Linda,Williams,4326.0,SUS00079,Michelle,Thomas,39.0,female,white,VIC00650,Charles,Anderson,28.0,other,816-324-2169,hands/feet,medium,investigation,dismissed,2.0,37977.73,no,unknown,25-34,35-49
INC001144,kidnaping,northeast,oakdale,CA,5889 Elm Blvd,40.740994924359235,-98.084706,2019-10-15 18:58:00,OFF0035,John,Davis,4569.0,SUS00004,Thomas,Torres,43.0,unknown,asian,VIC00598,Chris,Martin,77.0,male,368-831-3562,rifle,medium,investigation,warning issued,3.0,30924.85,no,unknown,65+,35-49
INC000137,dui,south,centerville,PA,697 Park Rd,27.4798,-80.761131,2022-05-15 07:47:00,OFF0016,Sarah,Brown,5145.0,unknown,unknown,unknown,48.560030015007506,unknown,unknown,unknown,unknown,unknown,52.22803904170364,unknown,unknown,hands/feet,medium,closed,arrested,1.0,29380.15,no,unknown,50-64,35-49
INC004072,kidnapping,southeast,lakewood,NC,4206 Oak Ave,34.904559,-109.788784,2019-05-21 04:15:00,OFF0060,Michael,Young,1471.0,SUS00083,Daniel,Smith,71.0,unknown,asian,VIC00842,Donna,Wright,14.0,male,(672) -59-6-4282,unknown,high,pending,unknown,0.0,37811.8,yes,Incident at 4206 Oak Ave. Officer responded at scene.,13-17,65+
INC001187,assault & battery,northeast,springfield,TX,5621 Cedar Lane,40.384739,-99.101725,2019-06-29 14:17:00,OFF0083,David,Flores,8526.0,unknown,unknown,unknown,48.560030015007506,unknown,unknown,VIC00105,Emily,Johnson,77.0,male,3384459243,gun,high,pending,dismissed,0.0,6561.25,unknown,Incident at 5621 Cedar Lane. Officer responded at scene.,65+,35-49
INC001543,roberry,southwest,maplewood,OH,1746 Elm Blvd,34.588126,-76.006818,2022-03-14 03:21:00,OFF0107,Jessica,White,4889.0,SUS00112,Jennifer,Taylor,68.0,female,black,VIC00712,Karen,Miller,33.0,female,280-254-7223,hands/feet,medium,open,dismissed,0.0,1194.24,yes,Incident at 1746 Elm Blvd. Officer responded at scene.,25-34,65+
INC003273,narcotics,southeast,riverside,IL,6465 Main St,29.380876,-121.019388,2019-10-16 00:11:00,OFF0071,Sarah,Wright,9344.0,SUS00600,Joseph,Miller,46.0,male,other,VIC00095,Jessica,Hall,39.0,female,262-123-9928,rifle,medium,unknown,unknown,0.0,22473.76,yes,Incident at 6465 Main St. Officer responded at scene.,35-49,35-49
INC004719,burglary,northeast,springfield,NY,9542 Lincoln St,28.378073,-93.107475,2021-09-28 00:48:00,OFF0073,John,Jones,4083.0,SUS00543,Matthew,Martin,24.0,female,white,VIC00487,Barbara,Miller,52.22803904170364,male,unknown,firearm,high,closed,unknown,0.0,39719.36,unknown,unknown,50-64,18-24
INC003240,tresspassing,west,hillcrest,CA,7100 Oak Ave,191.4261,-118.053115,2019-07-28 21:25:00,OFF0074,Joseph,Moore,6001.0,SUS00230,Mark,Smith,48.560030015007506,unknown,hispanic,VIC00388,William,Garcia,25.0,female,530-810-2945,gun,critical,open,unknown,0.0,37778.43,no,Incident at 7100 Oak Ave. Officer responded at scene.,25-34,35-49
INC001560,trespassing,northeast,oakdale,CA,5901 Sunset Blvd,38.652485,-93.55916,2019-07-28 21:25:00,OFF0118,David,Martin,2958.0,unknown,unknown,unknown,48.560030015007506,unknown,unknown,VIC00766,Barbara,White,56.0,female,383-367-7082,unarmed,critical,closed,unknown,4.0,34861.78,yes,Incident at 5901 Sunset Blvd. Officer responded at scene.,50-64,35-49
INC004180,dwi,central,maplewood,NY,6685 Sunset Blvd,40.123802,-88.75169886462699,2018-08-29 05:30:00,OFF0059,Charles,Nguyen,7449.0,SUS00498,Michael,Harris,49.0,female,unknown,VIC00537,Karen,Williams,15.0,male,276-318-3444,knife,low,pending,warning issued,3.0,8949.97,yes,Incident at 6685 Sunset Blvd. Officer responded at scene.,13-17,35-49
INC004726,  theft  ,southwest,oakdale,OH,1791 Main St,43.167802,-81.414208,2019-02-21 12:51:00,OFF0131,Richard,Walker,2027.0,SUS00232,Donna,Hill,52.0,male,unknown,VIC00926,Chris,Davis,15.0,female,unknown,firearm,high,closed,unknown,0.0,6980.71,yes,Incident at 1791 Main St. Officer responded at scene.,13-17,50-64
INC000719,theft,east,hillcrest,NC,8770 Sunset Blvd,39.71521,-74.683706,2021-08-18 10:04:00,OFF0102,Carol,Harris,5954.0,SUS00054,Daniel,Flores,72.0,female,hispanic,VIC00499,John,Johnson,67.0,unknown,546-282-5785,knife,low,pending,dismissed,5.0,1789.78,no,Incident at 8770 Sunset Blvd. Officer responded at scene.,65+,65+
INC000191,kidnaping,east,centerville,GA,8723 Oak Ave,34.325843,-89.953096,2021-08-18 10:04:00,OFF0002,Daniel,Jackson,9754.0,SUS00768,Emily,Hall,75.0,female,asian,VIC00701,Nancy,White,31.0,unknown,982-636-4687,firearm,medium,closed,warning issued,4.0,17664.58,yes,Incident at 8723 Oak Ave. Officer responded at scene.,25-34,65+
INC000547,murder,southeast,springfield,CA,380 Maple Dr,27.976236,-108.637083,2024-02-07 11:37:00,OFF0026,Matthew,Johnson,8764.0,SUS00010,Jessica,Davis,32.0,female,white,VIC00893,Donna,Walker,78.0,female,821-428-2707,firearm,critical,closed,arrested,4.0,18565.72,no,Incident at 380 Maple Dr. Officer responded at scene.,65+,25-34
INC002862,burglary,northeast,fairview,AZ,8205 Cedar Lane,36.895818,-80.556087,2024-02-07 11:37:00,OFF0009,Robert,Hill,6755.0,SUS00298,James,Walker,24.0,unknown,unknown,VIC00004,John,Torres,60.0,female,(543) -79-2-3057,blunt object,critical,open,warning issued,1.0,24713.81,unknown,Incident at 8205 Cedar Lane. Officer responded at scene.,50-64,18-24
INC004629,fraudulent activity,midtown,centerville,FL,2893 Cedar Lane,47.951813,-87.54897,2024-02-07 11:37:00,OFF0020,Sarah,Young,2454.0,SUS00106,Michael,Flores,22.0,male,black,VIC00730,Susan,Williams,38.0,female,unknown,bat,unknown,pending,warning issued,4.0,44766.16,no,Incident at 2893 Cedar Lane. Officer responded at scene.,35-49,18-24
